879|61|2
112|21|4
770|83|2
834|23|2
49|19|5
700|0|4
395|16|1
957|95|4
69|69|5
505|58|1
453|72|5
76|57|1
848|0|5
473|66|2
911|62|1
245|30|5
438|94|2
848|75|4
424|62|1
904|21|3
854|54|4
443|71|2
331|91|2
877|31|4
774|76|2
96|13|3
718|14|4
158|84|3
700|59|5
294|35|3
85|43|4
682|79|5
869|1|3
146|62|5
907|88|1
305|52|2
751|74|2
251|45|2
248|24|2
595|89|1
863|31|4
429|72|1
994|53|2
849|83|2
545|89|4
387|31|5
566|53|3
340|99|1
273|100|3
233|31|5
961|36|3
796|27|4
481|59|3
800|98|3
340|60|2
130|76|4
146|17|4
477|74|4
780|46|3
161|49|5
488|92|4
967|82|3
561|29|4
616|8|5
609|92|1
549|7|2
306|20|1
209|100|5
441|96|3
983|10|3
644|1|3
239|70|2
508|63|4
845|27|2
652|72|1
703|95|3
536|43|4
168|28|3
441|74|1
616|10|2
630|43|5
46|91|3
240|75|5
400|66|3
813|33|3
277|11|5
208|97|4
829|55|2
910|63|5
526|6|3
177|9|5
920|85|4
346|63|2
871|66|5
761|34|5
935|91|5
328|2|4
291|40|4
160|38|5
679|23|1
653|96|2
652|37|2
493|45|3
681|18|2
691|31|2
179|55|3
186|57|5
375|82|1
563|85|5
430|54|3
785|44|3
998|95|3
521|51|5
6|5|5
849|16|3
266|67|1
644|15|4
536|88|3
494|28|3
639|88|5
846|1|5
988|80|5
736|0|5
707|45|2
769|76|4
716|31|3
360|5|1
435|59|4
181|67|3
639|84|4
264|90|1
939|81|5
867|80|1
71|56|1
847|43|2
178|68|3
810|65|1
122|43|3
160|46|4
227|1|1
348|20|4
453|43|4
46|43|4
661|66|3
596|86|2
947|67|5
913|91|5
344|18|1
65|91|2
322|60|2
487|80|4
747|19|2
375|1|2
200|30|3
689|18|3
484|95|2
224|41|1
32|28|3
492|23|5
828|39|1
414|62|4
622|75|1
456|9|2
831|93|1
917|22|1
727|97|5
30|5|1
937|20|5
260|53|3
608|13|1
870|80|1
343|79|3
603|38|1
771|74|3
668|51|5
403|21|2
4|67|4
70|84|2
550|31|1
695|94|1
771|72|2
255|97|1
881|28|5
351|9|2
155|57|5
840|1|1
896|88|2
344|72|5
68|22|1
735|71|3
363|67|5
320|25|5
462|45|4
506|23|5
686|80|1
0|6|5
451|12|3
454|97|4
223|0|5
389|14|5
366|66|2
341|93|2
928|30|2
474|44|1
481|36|4
30|36|3
634|33|3
11|34|3
775|47|2
507|91|5
718|17|2
902|87|4
830|79|5
95|7|2
711|89|2
319|15|2
993|24|2
408|86|2
36|53|5
401|72|1
404|32|1
27|54|4
670|98|3
420|48|3
250|35|5
572|41|4
315|95|4
455|1|1
114|42|1
75|85|1
359|3|3
116|88|1
509|57|2
208|31|5
409|7|2
586|50|1
490|61|3
362|53|2
692|43|2
344|38|4
113|11|1
275|81|5
160|0|2
964|24|5
919|48|3
641|73|2
458|40|3
509|39|1
918|25|5
661|88|3
507|44|4
907|79|5
202|86|4
979|43|4
381|72|1
145|91|5
202|41|4
928|7|4
986|20|4
299|55|3
465|2|5
748|91|1
189|93|4
868|53|2
719|25|3
866|49|4
201|92|3
504|66|3
591|0|3
165|24|5
809|99|5
627|77|1
459|68|1
161|25|5
511|28|4
518|27|2
870|11|5
197|3|4
670|41|1
841|40|3
277|72|2
696|26|1
224|66|3
443|40|2
502|35|4
648|53|1
635|65|1
976|64|1
441|43|5
70|30|1
42|14|4
565|97|5
398|93|3
96|93|5
942|9|2
49|8|2
202|18|2
364|95|3
914|11|1
118|78|4
232|22|3
222|89|3
642|38|3
151|9|1
773|25|3
866|59|5
438|19|1
510|21|1
217|42|5
820|94|1
488|28|2
832|48|2
756|86|1
572|85|2
375|87|2
35|42|2
885|0|1
660|26|2
450|62|3
79|28|1
481|81|4
939|1|3
960|95|5
120|47|5
602|94|2
895|70|5
600|40|5
359|99|5
642|98|4
19|62|4
990|50|1
418|25|2
879|10|2
965|18|2
872|34|2
597|81|4
576|26|1
344|80|2
545|64|3
837|19|2
355|28|3
196|93|4
707|100|1
491|67|2
715|11|4
82|70|5
584|81|5
321|84|5
948|15|2
413|45|5
19|24|3
197|70|5
344|60|1
818|69|1
730|53|5
460|16|2
606|61|2
178|89|5
286|27|2
454|2|4
383|82|5
557|93|1
529|99|2
838|29|2
925|1|2
817|89|2
822|7|5
98|85|5
683|7|5
522|13|5
156|51|2
589|24|5
482|55|4
549|14|4
119|13|4
413|91|4
627|61|2
357|90|1
662|11|1
37|46|5
428|27|3
490|37|4
527|24|3
957|94|5
911|11|2
626|51|3
8|17|3
474|17|2
4|87|4
251|47|4
298|9|1
94|69|2
580|10|3
263|31|5
404|96|2
503|74|1
585|18|5
451|85|3
114|94|3
357|50|1
223|12|3
811|65|3
720|14|3
711|75|2
141|80|1
165|66|5
488|75|3
362|70|2
57|10|5
67|67|2
381|23|2
115|42|1
965|19|2
563|47|2
439|58|5
832|44|3
719|20|3
919|3|4
610|33|3
891|36|5
896|70|2
923|73|5
846|10|3
871|60|1
259|66|2
199|71|1
223|24|1
728|87|5
144|90|1
676|17|4
542|25|5
809|66|4
979|58|4
671|31|4
780|8|2
973|34|4
633|43|1
648|4|2
82|70|5
712|86|5
963|99|1
398|4|3
760|52|4
834|83|3
250|88|4
881|69|2
719|85|4
85|97|2
541|46|5
889|76|2
542|93|4
78|32|5
490|95|3
10|3|3
988|67|3
767|59|3
648|100|4
638|80|5
283|56|2
709|4|1
754|42|5
686|70|2
43|88|4
409|20|1
540|66|3
315|37|3
944|34|1
344|100|5
169|81|1
480|86|4
84|55|5
136|18|3
535|45|3
687|93|1
146|71|4
913|95|2
760|0|3
11|81|2
604|20|2
750|53|4
770|53|3
310|34|3
673|9|1
730|74|1
322|22|5
389|14|5
954|73|1
326|66|1
566|97|2
623|53|1
923|88|2
477|38|2
321|82|3
487|98|2
349|99|3
283|78|5
315|6|2
133|26|4
353|62|5
531|53|5
144|66|5
858|42|5
805|21|3
50|79|2
764|0|1
385|33|5
938|26|4
272|19|3
800|89|4
340|41|3
53|86|5
325|72|3
753|22|1
627|20|3
738|76|1
864|81|5
175|82|2
752|43|2
910|83|2
104|15|2
697|4|2
99|81|5
687|94|1
189|55|3
432|11|4
688|46|5
589|53|4
682|6|4
916|73|1
631|12|2
915|8|3
774|21|1
517|51|3
55|19|3
899|58|4
788|80|2
453|87|1
678|65|3
827|35|2
564|1|3
965|43|4
262|79|2
313|11|5
87|67|2
780|43|5
307|43|4
100|13|4
58|13|1
64|77|3
781|14|3
254|21|3
117|53|2
614|68|4
63|8|5
376|63|4
149|94|5
598|67|3
305|100|2
187|62|2
473|47|5
985|40|2
583|87|4
954|74|4
469|60|2
6|50|2
907|35|1
567|85|2
935|31|2
889|39|5
331|49|4
60|78|2
854|53|1
462|78|4
452|87|2
769|28|5
803|43|1
862|24|3
104|62|1
102|16|4
111|46|5
238|64|1
23|2|2
350|94|3
871|68|4
927|27|5
663|10|3
51|63|3
626|34|4
203|25|1
712|79|2
794|65|5
722|97|4
255|17|2
983|21|4
944|58|3
781|67|4
332|43|4
757|76|4
968|80|4
722|32|3
945|95|3
996|18|5
506|23|1
373|73|3
599|7|4
133|41|2
195|81|2
103|65|2
624|46|2
885|50|3
105|71|3
370|34|3
168|6|2
707|62|1
30|85|4
241|43|2
564|58|1
872|23|5
218|46|3
639|57|2
351|37|5
120|61|1
21|24|1
281|90|5
613|84|5
592|21|3
420|88|3
824|97|4
640|90|2
978|34|2
89|48|2
393|39|5
619|84|4
271|51|5
457|41|4
961|20|1
13|49|5
804|56|2
26|34|4
148|68|5
539|33|2
680|75|5
77|99|1
110|2|2
323|70|1
45|86|4
849|25|1
490|13|4
864|73|1
415|28|5
918|54|1
990|40|4
70|89|4
700|62|4
868|27|2
596|80|3
274|90|1
75|8|2
277|81|5
529|34|2
663|34|3
716|29|3
980|57|4
186|17|2
334|50|1
829|43|3
160|44|2
178|61|2
740|5|4
515|27|3
0|23|4
846|31|2
101|1|4
298|93|1
527|68|2
666|14|1
854|90|3
236|13|4
865|66|2
406|85|3
870|33|4
348|88|1
671|97|1
191|61|4
284|27|2
290|28|5
775|12|2
154|8|2
911|4|5
941|26|3
418|81|2
472|26|3
389|90|4
304|99|4
600|1|4
285|73|4
479|94|3
981|75|3
898|97|4
668|42|3
688|12|5
501|50|5
428|73|2
63|24|4
200|94|3
174|94|5
126|7|1
833|9|3
449|55|2
204|23|2
246|71|4
58|5|3
608|88|1
504|7|3
474|65|4
955|10|3
451|15|3
649|69|3
891|33|3
223|33|3
436|61|4
303|73|3
381|74|3
154|92|2
998|41|4
969|69|1
489|72|4
704|67|4
737|3|5
720|40|5
534|48|4
267|76|5
16|62|1
16|61|1
563|61|3
555|51|1
748|60|5
524|96|3
751|10|2
962|9|5
790|89|5
547|38|1
189|44|3
308|73|1
17|53|5
39|45|4
376|43|4
948|53|4
28|11|5
569|89|1
935|5|2
696|61|5
735|84|1
328|49|4
178|36|2
166|72|5
904|22|4
38|32|4
505|60|1
345|10|1
649|60|3
896|0|5
276|90|4
271|46|2
786|21|1
873|9|5
27|76|1
12|72|1
28|83|1
906|58|5
435|49|2
364|31|4
338|80|3
155|93|4
733|1|5
130|15|2
484|25|5
404|40|3
60|33|5
502|51|1
689|16|5
975|67|1
230|35|2
444|26|5
957|10|1
455|44|3
109|99|2
412|1|5
481|26|1
618|73|5
710|62|4
638|78|4
507|57|3
209|74|3
289|15|3
686|62|4
679|3|2
733|36|1
422|57|1
172|18|4
703|87|5
176|0|2
216|41|3
224|7|2
634|52|5
829|40|2
339|85|5
799|9|3
23|27|3
410|68|5
574|4|5
444|81|2
149|83|5
940|100|3
890|24|1
23|10|3
614|67|1
706|0|4
789|75|5
388|87|5
95|85|4
759|98|5
995|15|2
640|95|5
939|55|4
374|79|2
603|67|3
102|29|1
411|57|4
897|65|1
852|36|1
638|52|4
443|61|2
211|23|1
911|65|2
493|72|5
404|8|2
159|58|4
365|57|3
331|74|5
68|97|1
30|80|2
461|55|3
560|71|3
497|82|2
415|22|2
96|28|3
883|86|4
655|73|5
933|80|4
524|10|4
737|66|5
997|67|4
170|42|5
642|6|2
20|50|2
206|24|1
334|48|4
801|86|3
168|36|2
315|76|4
809|45|5
388|83|1
753|15|2
151|67|5
342|55|5
192|53|5
274|21|1
697|82|2
93|20|3
333|62|4
556|5|4
50|64|2
441|55|5
848|74|4
481|34|4
909|5|4
936|35|2
68|52|5
230|43|1
514|20|1
758|7|3
536|18|4
397|48|3
508|66|4
112|64|4
5|42|2
607|15|2
972|84|2
626|26|5
151|44|3
908|31|2
648|36|5
304|40|1
455|85|5
989|1|2
665|53|2
869|31|1
724|40|3
301|79|3
927|0|3
172|74|2
199|74|1
921|84|2
302|84|4
714|59|3
345|0|4
763|29|5
475|93|2
719|29|4
588|100|4
97|95|4
419|93|3
689|56|1
835|47|5
803|67|5
918|36|5
382|92|3
574|24|4
101|84|1
687|69|2
652|75|3
218|90|5
805|40|2
763|79|5
432|29|4
696|78|4
585|73|5
565|24|1
966|87|1
120|55|1
257|66|2
88|52|3
602|19|2
768|76|4
922|86|2
889|46|5
626|92|3
138|98|1
611|39|4
351|51|4
390|98|5
47|70|4
898|99|4
732|62|2
218|7|4
145|0|5
139|9|1
283|34|2
551|43|5
704|28|4
522|18|3
81|89|1
336|64|3
363|29|5
36|10|1
523|50|5
848|22|2
286|69|4
710|34|5
717|89|5
611|60|2
637|31|4
143|69|5
266|30|5
125|81|4
168|61|4
866|5|4
360|11|2
705|24|3
412|50|4
172|17|4
13|15|5
221|66|3
231|62|4
437|5|5
767|17|2
668|14|5
760|9|1
807|98|5
342|94|1
677|29|2
743|73|5
885|93|5
657|44|2
524|65|5
966|99|5
994|63|4
987|31|5
97|24|5
660|38|3
898|61|3
604|86|2
351|82|2
95|100|5
770|26|2
849|20|2
525|95|2
684|62|4
352|48|2
867|63|2
172|25|4
275|40|4
782|18|2
980|91|5
10|84|3
302|99|3
783|75|3
50|71|4
443|80|2
796|43|5
0|77|2
691|6|5
505|20|4
503|37|5
999|34|4
956|46|2
311|98|1
777|36|2
440|38|4
858|86|2
702|47|2
465|8|2
810|41|3
384|30|4
322|48|3
601|92|4
531|72|1
119|60|2
617|18|5
614|6|1
16|96|1
996|41|2
204|65|4
887|58|5
646|26|5
498|32|3
623|36|5
808|21|5
509|79|1
435|33|4
134|67|4
618|25|1
738|86|3
620|89|1
834|71|4
819|32|5
901|92|1
234|83|1
814|48|2
577|5|3
331|48|3
521|29|2
211|64|5
360|24|3
304|40|5
750|3|1
496|40|5
817|1|5
178|25|2
173|37|1
78|16|1
758|29|3
965|48|4
900|70|1
464|15|1
521|44|2
602|39|2
696|50|2
420|10|1
776|83|2
418|42|1
484|35|2
948|29|2
205|57|4
560|75|2
79|62|1
444|39|4
388|18|2
448|76|1
379|60|3
624|75|1
459|95|2
25|90|2
315|84|3
436|84|2
615|30|1
376|51|5
818|28|3
945|98|3
474|17|1
206|82|2
655|74|2
114|73|1
249|77|2
880|36|4
250|61|4
887|65|1
532|76|4
332|43|5
844|14|2
408|83|3
423|60|5
263|58|2
575|46|2
965|65|5
841|50|5
882|3|2
813|57|2
495|67|1
207|16|3
966|60|5
52|86|4
560|81|4
946|59|4
717|96|4
744|56|3
508|70|1
143|30|1
589|64|4
820|48|4
275|35|3
295|14|2
830|41|1
538|70|4
544|18|2
558|79|2
271|75|4
694|41|1
798|25|2
183|47|2
582|18|1
933|20|5
655|66|5
24|11|1
15|92|1
585|40|2
755|98|2
351|99|5
572|80|3
487|60|1
39|48|3
644|53|3
732|14|1
720|37|4
110|77|2
716|46|2
947|52|3
956|73|2
257|74|5
343|37|5
122|18|1
584|70|1
971|79|4
160|18|1
859|12|3
158|72|4
347|43|4
604|1|2
326|58|4
123|29|3
151|82|4
758|62|2
195|66|4
679|9|3
536|42|2
182|86|1
754|53|1
736|30|1
888|50|1
296|90|1
246|49|2
754|47|4
457|29|1
753|12|3
663|38|3
270|63|1
765|47|3
98|58|4
402|17|5
234|59|2
426|79|3
463|80|4
596|14|5
369|74|2
540|89|4
820|31|1
836|85|3
624|30|5
799|55|1
968|32|5
272|20|4
326|3|1
620|15|3
463|91|3
798|92|3
56|64|2
906|51|4
775|96|3
230|10|2
340|42|5
704|32|3
467|55|3
420|99|3
992|31|4
381|68|2
90|83|1
321|23|3
762|100|4
366|98|4
506|67|3
420|37|1
200|15|1
594|64|3
752|95|4
574|32|4
491|48|5
196|53|4
408|20|5
120|99|3
468|85|4
660|69|4
904|24|3
668|85|4
269|11|4
423|51|2
616|25|5
42|56|3
969|27|4
879|70|3
720|32|5
551|63|4
184|96|1
242|38|3
882|70|1
913|68|1
217|99|1
24|82|1
333|40|4
324|16|5
454|70|3
741|51|4
986|3|3
318|29|5
579|42|3
685|79|2
227|8|4
24|53|4
52|62|2
8|79|4
572|12|3
576|5|2
975|45|3
115|98|5
593|32|5
270|2|4
614|43|1
487|25|2
836|52|4
744|36|3
354|77|5
547|79|1
148|27|1
526|37|3
711|61|3
100|13|3
234|82|1
86|14|4
304|86|4
906|26|5
277|67|3
180|45|4
412|78|4
628|17|2
786|21|3
416|3|4
681|57|1
659|96|4
378|79|1
212|51|5
481|27|3
604|21|2
866|50|1
372|39|1
389|85|2
708|12|4
218|6|3
374|78|4
578|12|4
935|43|5
232|13|3
584|100|1
978|7|1
444|87|5
725|94|1
725|49|4
838|82|1
994|28|1
73|52|4
682|48|3
581|18|4
71|0|5
206|72|3
357|78|2
266|34|5
604|5|5
930|79|4
902|17|3
820|24|4
954|82|3
410|80|2
785|43|4
633|6|1
423|67|3
444|6|3
639|88|1
463|5|3
605|3|5
577|48|4
114|55|5
149|29|3
769|49|1
676|78|4
763|83|2
349|70|4
111|71|3
380|48|2
852|56|2
369|11|5
176|37|4
688|72|5
691|23|5
587|19|3
539|39|1
255|70|4
773|13|4
142|68|5
68|96|5
840|30|1
457|52|4
837|84|4
327|85|4
796|19|2
128|64|5
236|65|2
656|68|2
416|50|4
505|7|2
910|17|1
271|7|4
808|89|3
995|93|2
822|59|1
258|91|2
268|78|4
546|42|1
253|66|1
799|16|3
863|10|3
103|36|4
805|82|1
711|29|5
986|85|1
755|33|3
838|13|4
247|10|3
518|78|2
763|2|3
361|41|2
843|1|4
974|53|5
882|78|1
792|54|2
823|22|1
6|78|4
395|50|5
972|72|2
216|19|5
500|20|3
719|70|1
409|19|5
239|72|5
70|100|1
557|99|4
446|28|1
764|65|5
622|23|3
365|93|2
554|20|5
708|36|4
647|57|2
716|36|2
944|49|4
134|98|5
498|13|2
611|26|1
816|3|4
705|58|2
231|97|5
161|71|4
709|48|2
525|66|5
918|4|3
704|66|3
376|32|3
931|67|5
849|28|2
942|13|2
293|89|3
780|94|2
242|20|3
715|18|3
528|27|1
655|55|2
943|17|4
102|42|3
528|85|2
789|25|1
716|78|4
888|3|4
913|67|5
619|49|5
736|45|1
793|35|4
231|81|5
436|83|3
761|65|3
744|95|1
348|8|5
118|15|2
556|32|2
233|98|5
230|47|5
972|81|3
13|70|4
719|78|3
724|45|4
629|0|4
424|47|5
738|75|1
650|29|2
373|51|4
564|26|3
404|57|3
583|72|1
623|56|4
369|78|1
28|79|4
652|14|3
631|29|3
148|38|2
576|56|2
952|6|1
293|49|1
414|58|1
466|78|1
358|10|2
906|84|1
647|4|4
944|82|1
830|72|4
619|41|4
882|25|3
414|40|2
54|83|5
188|8|2
514|36|2
286|20|4
712|21|1
383|56|5
262|55|2
370|34|5
43|73|3
678|6|2
464|12|5
659|19|2
550|44|5
800|19|1
650|56|2
58|3|4
472|97|2
572|54|5
378|23|5
207|57|3
476|92|4
25|60|2
372|91|3
896|98|4
795|66|5
123|49|1
861|79|2
52|63|4
74|100|1
738|79|1
662|2|4
831|45|2
768|74|5
180|94|3
988|72|3
854|100|1
427|13|4
958|35|1
514|67|4
298|45|4
872|94|4
625|35|2
218|56|2
58|59|2
478|5|2
618|35|2
222|18|1
80|24|5
19|33|5
580|54|3
294|95|5
29|48|3
899|69|3
796|50|3
639|91|2
210|3|4
929|10|5
203|43|3
78|65|1
15|15|2
156|68|3
600|48|2
468|3|1
936|29|5
404|19|2
488|98|5
917|49|4
240|77|2
506|81|5
415|75|3
109|39|4
236|24|1
454|99|2
33|6|4
735|90|1
787|38|4
409|22|5
834|12|5
305|21|2
44|61|4
325|38|4
253|83|1
817|40|4
354|1|4
443|61|5
982|95|2
789|100|3
812|22|5
975|48|2
349|44|4
157|42|5
119|52|3
488|60|5
810|95|1
636|6|5
307|89|3
62|76|3
47|81|2
713|79|5
536|56|3
117|22|4
700|62|1
260|68|3
904|29|4
95|51|4
303|58|5
547|47|3
623|19|2
395|20|2
724|50|4
582|5|5
692|66|5
223|99|5
729|20|2
701|80|1
163|45|2
139|97|1
298|71|3
577|91|1
486|45|5
162|4|3
273|32|3
699|95|3
377|54|5
592|44|2
373|26|5
684|91|1
14|81|2
862|83|4
380|90|3
785|32|2
609|5|3
28|34|1
93|97|2
714|12|5
254|6|3
295|76|5
362|93|3
894|37|1
34|29|3
973|7|3
654|74|3
362|19|2
119|36|2
370|43|5
296|5|3
434|85|3
991|84|3
837|20|4
331|1|4
397|36|3
870|20|3
637|85|4
222|68|2
827|27|5
639|34|3
960|70|4
95|58|2
943|59|2
245|62|5
265|91|2
437|57|5
992|88|1
66|53|2
308|9|3
254|30|3
352|67|5
296|42|5
859|40|4
623|82|1
289|91|1
653|66|1
637|41|5
331|51|4
926|63|2
324|11|3
986|36|5
755|5|3
735|50|1
531|66|1
560|77|4
12|86|2
309|72|3
794|58|4
320|65|1
28|62|2
248|77|2
544|90|4
811|55|5
609|93|2
550|70|5
631|97|4
285|50|4
82|51|4
16|45|1
367|0|2
849|10|3
445|57|5
59|32|4
886|48|1
180|25|2
179|65|2
784|35|5
851|100|1
398|31|5
939|98|1
964|62|4
959|74|2
616|16|5
924|83|2
516|29|2
425|24|3
930|79|3
251|64|2
509|24|2
159|43|2
943|25|1
316|0|2
601|16|3
891|90|2
198|8|3
806|55|3
825|69|1
539|58|5
528|82|2
134|1|2
980|34|2
86|21|2
169|81|2
502|52|3
498|27|2
13|46|4
561|65|4
541|83|2
185|0|1
794|60|5
505|68|3
643|54|5
990|3|2
857|50|3
97|30|4
213|76|1
57|73|3
394|33|5
353|90|1
163|86|5
608|34|1
37|93|4
443|92|5
261|65|5
462|48|1
766|94|5
854|81|5
829|30|4
864|12|1
296|5|3
492|61|4
761|37|1
559|41|5
776|79|3
284|81|3
971|84|4
372|72|5
907|66|3
20|14|3
2|11|4
898|94|4
192|42|2
285|62|3
23|67|2
893|53|2
370|95|4
49|72|2
417|74|2
527|67|3
26|59|3
86|9|4
619|89|4
801|49|1
564|31|4
362|12|5
425|77|2
432|16|4
563|61|1
732|66|1
472|45|2
40|6|2
756|77|4
337|73|2
656|28|2
453|80|1
524|93|2
22|14|2
540|15|2
992|9|2
335|34|3
134|56|1
790|94|4
78|36|1
766|69|4
505|27|5
221|38|2
867|77|5
939|73|5
99|87|2
421|36|2
361|55|1
886|70|5
238|82|4
327|45|5
853|33|1
210|26|1
374|10|5
461|92|2
93|83|3
295|95|5
199|3|5
582|26|4
800|0|1
490|65|3
661|14|2
101|27|5
498|76|1
670|52|3
5|11|5
419|18|3
919|99|4
791|5|4
367|57|1
446|99|4
444|3|3
20|78|4
759|41|3
622|70|2
412|18|3
98|60|4
456|22|3
210|5|5
933|5|5
446|74|3
575|40|1
995|18|5
899|90|2
53|91|1
670|9|3
581|30|1
972|25|4
172|14|2
258|87|1
495|36|1
515|22|2
12|74|2
60|76|1
274|62|4
878|55|1
181|85|4
170|84|4
675|90|1
867|49|2
801|22|5
673|73|2
59|29|5
315|90|2
132|89|4
504|5|4
680|16|1
444|67|4
390|99|2
631|96|2
235|70|5
705|8|2
581|75|5
91|7|2
25|18|5
748|1|2
447|43|4
18|97|5
275|23|4
683|90|2
556|51|3
36|4|5
336|52|5
271|12|4
493|19|3
937|24|1
225|28|5
640|89|1
664|41|3
401|89|5
383|1|5
820|18|2
433|92|1
491|33|5
603|74|3
978|18|2
443|34|2
391|58|3
547|38|1
676|14|2
350|44|2
649|77|3
801|17|3
35|89|5
329|0|3
869|35|2
216|36|3
695|41|3
81|59|4
662|91|5
31|22|2
79|100|4
419|20|1
659|2|5
863|51|3
538|24|5
945|93|3
533|43|4
375|51|2
969|33|1
903|61|2
92|65|3
902|81|4
859|27|2
374|11|2
182|78|1
259|11|5
309|64|2
131|36|1
919|48|1
14|20|1
936|51|3
777|76|5
22|39|4
93|71|2
340|66|1
986|3|5
839|53|2
834|84|1
461|4|4
28|56|4
751|22|1
311|58|4
590|33|2
94|6|1
868|65|4
425|44|3
72|28|3
284|15|4
298|69|3
106|92|2
762|99|1
379|93|3
435|27|1
925|13|2
382|36|3
760|86|2
713|68|1
996|68|1
626|98|1
57|79|3
681|69|5
721|58|4
658|39|1
678|83|3
835|76|1
471|47|3
564|80|4
313|40|5
70|39|2
158|29|3
704|53|1
587|32|5
834|80|3
728|0|5
384|3|3
448|92|5
59|82|3
846|15|3
266|46|5
733|100|4
425|81|3
694|69|5
992|84|3
109|60|4
187|15|5
145|21|1
786|32|3
188|60|2
442|52|1
613|80|3
270|5|2
218|61|3
649|79|3
512|17|3
958|21|2
900|90|4
111|46|5
14|35|4
655|21|1
333|94|3
105|62|2
343|24|5
970|73|3
112|73|5
597|0|5
137|71|2
375|20|5
820|7|3
380|51|3
409|75|2
558|61|3
841|74|1
457|27|2
261|27|3
34|93|5
84|84|4
686|67|1
392|33|1
922|50|1
466|99|1
953|74|3
870|53|1
800|99|2
940|9|2
419|86|5
535|54|3
786|18|2
504|23|1
472|70|5
260|27|2
